k-nucleotide ; 0.024475097656250000, 0.019287109375000000,  ,  ,  1.781 
k-nucleotide ; 0.011657714843750000, 0.016845703125000000,  ,  ,  1.602 
k-nucleotide ; 0.023742675781250000, 0.017272949218750000,  ,  ,  1.637 
k-nucleotide ; 0.023559570312500000, 0.017395019531250000,  ,  ,  1.667 
k-nucleotide ; 0.012634277343750000, 0.017272949218750000,  ,  ,  1.556 
k-nucleotide ; 0.024719238281250000, 0.017456054687500000,  ,  ,  1.629 
k-nucleotide ; 0.024475097656250000, 0.017883300781250000,  ,  ,  1.679 
k-nucleotide ; 0.016845703125000000, 0.024108886718750000,  ,  ,  1.699 
k-nucleotide ; 0.024719238281250000, 0.016784667968750000,  ,  ,  1.643 
k-nucleotide ; 0.024902343750000000, 0.019226074218750000,  ,  ,  1.744 
mandelbrot ; 0.011840820312500000, 0.015441894531250000,  ,  ,  1.476 
mandelbrot ; 0.024597167968750000, 0.013732910156250000,  ,  ,  1.447 
mandelbrot ; 0.010864257812500000, 0.012329101562500000,  ,  ,  1.246 
mandelbrot ; 0.012573242187500000, 0.013000488281250000,  ,  ,  1.244 
mandelbrot ; 0.011291503906250000, 0.013427734375000000,  ,  ,  1.404 
mandelbrot ; 0.012573242187500000, 0.013610839843750000,  ,  ,  1.324 
mandelbrot ; 0.012023925781250000, 0.013122558593750000,  ,  ,  1.373 
mandelbrot ; 0.023071289062500000, 0.012634277343750000,  ,  ,  1.363 
mandelbrot ; 0.010314941406250000, 0.011047363281250000,  ,  ,  1.229 
mandelbrot ; 0.011718750000000000, 0.012084960937500000,  ,  ,  1.25 
n-body ; 0.023010253906250000, 0.012939453125000000,  ,  ,  1.387 
n-body ; 0.012207031250000000, 0.012634277343750000,  ,  ,  1.275 
n-body ; 0.012451171875000000, 0.013183593750000000,  ,  ,  1.27 
n-body ; 0.023620605468750000, 0.011596679687500000,  ,  ,  1.217 
n-body ; 0.011474609375000000, 0.011901855468750000,  ,  ,  1.241 
n-body ; 0.011901855468750000, 0.012451171875000000,  ,  ,  1.192 
n-body ; 0.011535644531250000, 0.013000488281250000,  ,  ,  1.272 
n-body ; 0.023620605468750000, 0.012451171875000000,  ,  ,  1.239 
n-body ; 0.011352539062500000, 0.012634277343750000,  ,  ,  1.275 
n-body ; 0.012634277343750000, 0.012390136718750000,  ,  ,  1.207 
fannkuch-redux ; 0.011901855468750000, 0.012634277343750000,  ,  ,  1.354 
fannkuch-redux ; 0.022766113281250000, 0.013427734375000000,  ,  ,  1.302 
fannkuch-redux ; 0.012573242187500000, 0.013977050781250000,  ,  ,  1.268 
fannkuch-redux ; 0.012023925781250000, 0.012878417968750000,  ,  ,  1.246 
fannkuch-redux ; 0.011535644531250000, 0.012023925781250000,  ,  ,  1.217 
fannkuch-redux ; 0.012145996093750000, 0.013000488281250000,  ,  ,  1.262 
fannkuch-redux ; 0.011962890625000000, 0.012695312500000000,  ,  ,  1.246 
fannkuch-redux ; 0.012207031250000000, 0.012756347656250000,  ,  ,  1.194 
fannkuch-redux ; 0.010986328125000000, 0.012084960937500000,  ,  ,  1.222 
fannkuch-redux ; 0.011779785156250000, 0.013061523437500000,  ,  ,  1.217 
spectral-norm ; 0.011352539062500000, 0.012695312500000000,  ,  ,  1.284 
spectral-norm ; 0.012878417968750000, 0.013366699218750000,  ,  ,  1.235 
spectral-norm ; 0.012145996093750000, 0.012756347656250000,  ,  ,  1.203 
spectral-norm ; 0.012268066406250000, 0.013977050781250000,  ,  ,  1.227 
spectral-norm ; 0.025634765625000000, 0.012878417968750000,  ,  ,  1.179 
spectral-norm ; 0.011413574218750000, 0.011718750000000000,  ,  ,  1.179 
spectral-norm ; 0.011535644531250000, 0.011901855468750000,  ,  ,  1.167 
spectral-norm ; 0.011352539062500000, 0.013305664062500000,  ,  ,  1.244 
spectral-norm ; 0.012390136718750000, 0.012084960937500000,  ,  ,  1.121 
spectral-norm ; 0.025512695312500000, 0.013244628906250000,  ,  ,  1.168 
fasta ; 0.022216796875000000, 0.013854980468750000,  ,  ,  1.502 
fasta ; 0.012634277343750000, 0.014526367187500000,  ,  ,  1.367 
fasta ; 0.012084960937500000, 0.013000488281250000,  ,  ,  1.271 
fasta ; 0.023315429687500000, 0.012512207031250000,  ,  ,  1.292 
fasta ; 0.011169433593750000, 0.011718750000000000,  ,  ,  1.159 
fasta ; 0.012207031250000000, 0.012512207031250000,  ,  ,  1.274 
fasta ; 0.011535644531250000, 0.011657714843750000,  ,  ,  1.38 
fasta ; 0.010803222656250000, 0.013000488281250000,  ,  ,  1.285 
fasta ; 0.011474609375000000, 0.013610839843750000,  ,  ,  1.381 
fasta ; 0.023132324218750000, 0.012451171875000000,  ,  ,  1.429 
binary-trees ; 0.017028808593750000, 0.022644042968750000,  ,  ,  1.525 
binary-trees ; 0.034973144531250000, 0.022277832031250000,  ,  ,  1.39 
binary-trees ; 0.016418457031250000, 0.018249511718750000,  ,  ,  1.297 
binary-trees ; 0.017333984375000000, 0.020385742187500000,  ,  ,  1.387 
binary-trees ; 0.032592773437500000, 0.017272949218750000,  ,  ,  1.31 
binary-trees ; 0.017944335937500000, 0.018310546875000000,  ,  ,  1.185 
binary-trees ; 0.016906738281250000, 0.017150878906250000,  ,  ,  1.177 
binary-trees ; 0.016540527343750000, 0.018066406250000000,  ,  ,  1.269 
binary-trees ; 0.034362792968750000, 0.019348144531250000,  ,  ,  1.242 
binary-trees ; 0.015563964843750000, 0.018920898437500000,  ,  ,  1.234 
reverse-complement ; 0.011474609375000000, 0.016662597656250000,  ,  ,  1.697 
