k-nucleotide ; 655.142211914062500000, 616.260681152343750000,  ,  ,  24484.1 
k-nucleotide ; 646.850524902343750000, 609.709167480468750000,  ,  ,  23271.6 
k-nucleotide ; 653.355224609375000000, 614.790405273437500000,  ,  ,  24266.6 
k-nucleotide ; 657.328369140625000000, 619.279052734375000000,  ,  ,  23812.5 
k-nucleotide ; 644.254882812500000000, 607.336303710937500000,  ,  ,  23174.2 
k-nucleotide ; 650.448852539062500000, 612.123352050781250000,  ,  ,  24179.4 
k-nucleotide ; 644.532104492187500000, 607.455383300781250000,  ,  ,  23317.5 
k-nucleotide ; 651.029357910156250000, 612.961303710937500000,  ,  ,  23961.6 
k-nucleotide ; 639.431396484375000000, 603.327453613281250000,  ,  ,  22565.6 
k-nucleotide ; 643.143798828125000000, 606.030700683593750000,  ,  ,  23310.3 
mandelbrot ; 2130.196899414062500000, 2028.468139648437500000,  ,  ,  70677.2 
mandelbrot ; 2119.052185058593750000, 2017.298950195312500000,  ,  ,  70667.4 
mandelbrot ; 2122.414062500000000000, 2020.470397949218750000,  ,  ,  70776.2 
mandelbrot ; 2120.206665039062500000, 2018.380004882812500000,  ,  ,  70715.8 
mandelbrot ; 2124.823913574218750000, 2023.142150878906250000,  ,  ,  70620.4 
mandelbrot ; 2122.944396972656250000, 2021.189331054687500000,  ,  ,  70663.4 
mandelbrot ; 2148.889038085937500000, 2046.125732421875000000,  ,  ,  71351.4 
mandelbrot ; 2122.131896972656250000, 2020.313476562500000000,  ,  ,  70689.4 
mandelbrot ; 2121.441101074218750000, 2019.331237792968750000,  ,  ,  70875.7 
mandelbrot ; 2120.446472167968750000, 2018.651184082031250000,  ,  ,  70656.6 
n-body ; 2224.979431152343750000, 1985.978576660156250000,  ,  ,  166654 
n-body ; 2229.595520019531250000, 1992.146606445312500000,  ,  ,  165769 
n-body ; 2211.475646972656250000, 1974.489929199218750000,  ,  ,  164891 
n-body ; 2228.278625488281250000, 1990.614685058593750000,  ,  ,  165989 
n-body ; -259916.997619628906250000, 1988.973266601562500000,  ,  ,  166275 
n-body ; 2236.578613281250000000, 1998.069519042968750000,  ,  ,  166038 
n-body ; 2239.747985839843750000, 2001.761047363281250000,  ,  ,  166337 
n-body ; 2230.682312011718750000, 1993.020874023437500000,  ,  ,  165536 
n-body ; 2239.392272949218750000, 2002.317321777343750000,  ,  ,  165646 
n-body ; 2249.012268066406250000, 2009.581237792968750000,  ,  ,  167314 
fannkuch-redux ; 3524.048767089843750000, 3345.663024902343750000,  ,  ,  124092 
fannkuch-redux ; 3484.191528320312500000, 3306.810791015625000000,  ,  ,  123471 
fannkuch-redux ; 3558.207946777343750000, 3377.567810058593750000,  ,  ,  125706 
fannkuch-redux ; 3495.526611328125000000, 3318.227416992187500000,  ,  ,  123333 
fannkuch-redux ; 3492.050170898437500000, 3314.460083007812500000,  ,  ,  123511 
fannkuch-redux ; 3495.125427246093750000, 3318.357360839843750000,  ,  ,  122962 
fannkuch-redux ; 3496.060180664062500000, 3318.682250976562500000,  ,  ,  123377 
fannkuch-redux ; 3559.925292968750000000, 3379.144897460937500000,  ,  ,  125711 
fannkuch-redux ; 3506.256713867187500000, 3328.942565917968750000,  ,  ,  123296 
fannkuch-redux ; 3495.558593750000000000, 3318.799926757812500000,  ,  ,  122902 
spectral-norm ; 586.958923339843750000, 557.728576660156250000,  ,  ,  20356.6 
spectral-norm ; 586.902404785156250000, 557.830322265625000000,  ,  ,  20252.7 
spectral-norm ; 586.334777832031250000, 557.275268554687500000,  ,  ,  20253.4 
spectral-norm ; 585.865539550781250000, 556.807678222656250000,  ,  ,  20247.2 
spectral-norm ; 585.235290527343750000, 556.151916503906250000,  ,  ,  20248.4 
spectral-norm ; 587.949401855468750000, 558.856811523437500000,  ,  ,  20257.4 
spectral-norm ; 592.422973632812500000, 563.090576171875000000,  ,  ,  20421.6 
spectral-norm ; 586.307128906250000000, 557.205627441406250000,  ,  ,  20266.2 
spectral-norm ; 588.103942871093750000, 558.987060546875000000,  ,  ,  20259.8 
spectral-norm ; 585.792846679687500000, 556.711608886718750000,  ,  ,  20250.9 
fasta ; 424.429565429687500000, 379.940002441406250000,  ,  ,  30956.5 
fasta ; 431.441162109375000000, 387.159790039062500000,  ,  ,  30821.5 
fasta ; 430.301757812500000000, 386.123535156250000000,  ,  ,  30640.9 
fasta ; 431.048767089843750000, 386.871215820312500000,  ,  ,  30761.5 
fasta ; 433.140563964843750000, 388.739929199218750000,  ,  ,  30821.9 
fasta ; 434.039367675781250000, 389.712463378906250000,  ,  ,  30755.2 
fasta ; 431.492065429687500000, 387.339172363281250000,  ,  ,  30642.3 
fasta ; 435.544616699218750000, 391.083496093750000000,  ,  ,  30951.4 
fasta ; 433.583435058593750000, 389.606811523437500000,  ,  ,  30612.6 
fasta ; 432.085571289062500000, -261756.312805175781250000,  ,  ,  30943.7 
binary-trees ; 979.018981933593750000, 910.591491699218750000,  ,  ,  43156.3 
binary-trees ; 975.772094726562500000, 907.419799804687500000,  ,  ,  43185.1 
binary-trees ; 968.963439941406250000, 901.120544433593750000,  ,  ,  43107.1 
binary-trees ; 969.049072265625000000, 901.038391113281250000,  ,  ,  43159.5 
binary-trees ; 973.696166992187500000, 905.510437011718750000,  ,  ,  43129.3 
binary-trees ; 982.827636718750000000, 913.887817382812500000,  ,  ,  43751.9 
binary-trees ; 969.552124023437500000, 901.350158691406250000,  ,  ,  43200.2 
binary-trees ; 974.992980957031250000, 906.903808593750000000,  ,  ,  43189.6 
