k-nucleotide ; 1801.629333496093750000, 1704.545410156250000000,  ,  ,  62277.9 
k-nucleotide ; 1820.147033691406250000, 1708.475524902343750000,  ,  ,  62188.6 
k-nucleotide ; 1793.547790527343750000, 1682.834716796875000000,  ,  ,  61182.7 
k-nucleotide ; 1776.102661132812500000, 1666.647521972656250000,  ,  ,  60435.4 
k-nucleotide ; 1806.148071289062500000, 1695.839721679687500000,  ,  ,  60921.7 
k-nucleotide ; 1825.530700683593750000, 1714.148742675781250000,  ,  ,  61537 
k-nucleotide ; 1808.946533203125000000, 1696.771240234375000000,  ,  ,  61524.2 
k-nucleotide ; 1757.558898925781250000, 1663.150878906250000000,  ,  ,  60554.4 
k-nucleotide ; 1756.332397460937500000, 1661.734619140625000000,  ,  ,  60587 
k-nucleotide ; 1739.664550781250000000, 1645.838073730468750000,  ,  ,  60126.6 
pidigits ; 0.372253417968750000, 0.345886230468750000,  ,  ,  12.803 
pidigits ; 0.372924804687500000, 0.375000000000000000,  ,  ,  13.864 
pidigits ; 0.346557617187500000, 0.350952148437500000,  ,  ,  12.919 
pidigits ; 0.443359375000000000, 0.420776367187500000,  ,  ,  15.013 
pidigits ; 0.348266601562500000, 0.329040527343750000,  ,  ,  11.97 
pidigits ; 0.372924804687500000, 0.355773925781250000,  ,  ,  13.029 
pidigits ; 0.373657226562500000, 0.353942871093750000,  ,  ,  12.978 
pidigits ; 0.558837890625000000, 0.514526367187500000,  ,  ,  18.399 
pidigits ; 0.313232421875000000, 0.314331054687500000,  ,  ,  11.595 
pidigits ; 0.261718750000000000, 0.248962402343750000,  ,  ,  9.013 
mandelbrot ; 22316.572326660156250000, 21226.907958984375000000,  ,  ,  756656 
mandelbrot ; 22625.384887695312500000, 21521.236938476562500000,  ,  ,  766568 
mandelbrot ; 22476.690612792968750000, 21296.437072753906250000,  ,  ,  757580 
mandelbrot ; 17192.710571289062500000, 16352.826904296875000000,  ,  ,  583421 
mandelbrot ; -250940.138916015625000000, 10654.281494140625000000,  ,  ,  381756 
mandelbrot ; 11257.434265136718750000, 10705.421508789062500000,  ,  ,  383518 
mandelbrot ; 11133.722229003906250000, 10588.692138671875000000,  ,  ,  378979 
mandelbrot ; 11131.394775390625000000, -251558.738708496093750000,  ,  ,  379750 
mandelbrot ; 11208.532531738281250000, 10657.859497070312500000,  ,  ,  382901 
mandelbrot ; 11027.023376464843750000, 10487.132019042968750000,  ,  ,  375319 
n-body ; 3985.097473144531250000, 3575.543273925781250000,  ,  ,  286392 
n-body ; 3837.504882812500000000, 3445.970703125000000000,  ,  ,  273870 
n-body ; 3902.133605957031250000, 3507.815734863281250000,  ,  ,  275093 
n-body ; 3981.825866699218750000, 3577.800415039062500000,  ,  ,  282668 
n-body ; 3855.310363769531250000, 3465.060546875000000000,  ,  ,  272281 
n-body ; 3875.623901367187500000, 3484.818969726562500000,  ,  ,  272626 
n-body ; 3862.343200683593750000, 3470.088928222656250000,  ,  ,  274514 
n-body ; 4030.586914062500000000, 3622.777709960937500000,  ,  ,  284566 
n-body ; 3943.090942382812500000, 3544.639648437500000000,  ,  ,  277997 
n-body ; 3883.608642578125000000, 3489.398132324218750000,  ,  ,  275090 
fannkuch-redux ; 8199.210754394531250000, 7820.539001464843750000,  ,  ,  263180 
fannkuch-redux ; 8102.151062011718750000, 7723.888122558593750000,  ,  ,  262802 
fannkuch-redux ; 8108.894287109375000000, 7730.884521484375000000,  ,  ,  262511 
fannkuch-redux ; 8120.100341796875000000, 7741.754577636718750000,  ,  ,  262588 
fannkuch-redux ; 8101.918273925781250000, 7723.618530273437500000,  ,  ,  262506 
fannkuch-redux ; 8118.359436035156250000, 7739.914001464843750000,  ,  ,  262496 
fannkuch-redux ; 8110.348388671875000000, 7731.653076171875000000,  ,  ,  262710 
fannkuch-redux ; 8104.570556640625000000, 7725.952392578125000000,  ,  ,  262662 
fannkuch-redux ; 8123.464111328125000000, 7745.210815429687500000,  ,  ,  262409 
fannkuch-redux ; 8150.795043945312500000, 7771.451538085937500000,  ,  ,  263153 
spectral-norm ; 535.850280761718750000, 508.977539062500000000,  ,  ,  18651.1 
spectral-norm ; 534.427917480468750000, 507.813598632812500000,  ,  ,  18512.8 
spectral-norm ; 534.124877929687500000, 507.368164062500000000,  ,  ,  18608 
spectral-norm ; 536.405151367187500000, 509.728881835937500000,  ,  ,  18548.6 
spectral-norm ; 531.265686035156250000, 504.787780761718750000,  ,  ,  18400.3 
spectral-norm ; 532.948608398437500000, 506.481384277343750000,  ,  ,  18396.2 
spectral-norm ; 532.491516113281250000, 506.005615234375000000,  ,  ,  18410.6 
spectral-norm ; 534.910339355468750000, 508.253784179687500000,  ,  ,  18540 
spectral-norm ; 532.496459960937500000, 505.991760253906250000,  ,  ,  18434.5 
spectral-norm ; 530.887023925781250000, 504.438781738281250000,  ,  ,  18384.6 
fasta ; 565.856140136718750000, 506.569213867187500000,  ,  ,  41259.8 
fasta ; 565.615539550781250000, 506.960388183593750000,  ,  ,  40854.6 
fasta ; 562.420349121093750000, 503.465820312500000000,  ,  ,  40934.2 
fasta ; 559.429443359375000000, 500.274291992187500000,  ,  ,  41090.5 
fasta ; 569.029724121093750000, 509.601135253906250000,  ,  ,  41406.5 
fasta ; 563.061584472656250000, 504.420349121093750000,  ,  ,  40948.6 
fasta ; 564.728271484375000000, 506.414550781250000000,  ,  ,  40651.7 
fasta ; 559.814880371093750000, 501.990539550781250000,  ,  ,  40373.4 
fasta ; 560.031738281250000000, 501.968017578125000000,  ,  ,  40484.4 
