k-nucleotide ; 2201.265197753906250000, 2019.515930175781250000,  ,  ,  96951.5 
k-nucleotide ; 2179.770629882812500000, 2000.274169921875000000,  ,  ,  95246.9 
k-nucleotide ; 2201.030029296875000000, 2018.704040527343750000,  ,  ,  97183 
k-nucleotide ; 2104.161437988281250000, 1926.296875000000000000,  ,  ,  95139.4 
k-nucleotide ; 2164.193542480468750000, 1974.043151855468750000,  ,  ,  94853.3 
k-nucleotide ; 2144.258850097656250000, 1954.880920410156250000,  ,  ,  94860.8 
k-nucleotide ; 2089.907714843750000000, 1904.363037109375000000,  ,  ,  92557.6 
k-nucleotide ; 2054.180725097656250000, 1873.630554199218750000,  ,  ,  90943.6 
k-nucleotide ; 2170.350036621093750000, 1991.235900878906250000,  ,  ,  95569.1 
k-nucleotide ; 2157.017150878906250000, 1978.879028320312500000,  ,  ,  95100 
pidigits ; 155.498352050781250000, 138.249511718750000000,  ,  ,  9933.63 
pidigits ; 158.183776855468750000, 140.834411621093750000,  ,  ,  9941.28 
pidigits ; 155.620239257812500000, 138.201110839843750000,  ,  ,  10069.8 
pidigits ; 153.988159179687500000, 136.722961425781250000,  ,  ,  9974.46 
pidigits ; 156.373046875000000000, 138.957702636718750000,  ,  ,  10034.5 
pidigits ; 157.234069824218750000, 139.746887207031250000,  ,  ,  10113.6 
pidigits ; 157.191833496093750000, 139.674743652343750000,  ,  ,  10152.9 
pidigits ; 155.186889648437500000, 138.349731445312500000,  ,  ,  9649.64 
pidigits ; 151.863220214843750000, 135.230590820312500000,  ,  ,  9522.12 
pidigits ; 154.406372070312500000, 137.096252441406250000,  ,  ,  10023 
mandelbrot ; 2288.001159667968750000, 2062.188537597656250000,  ,  ,  75826.6 
mandelbrot ; 2572.601196289062500000, 2330.756530761718750000,  ,  ,  83046.2 
mandelbrot ; 2477.447082519531250000, 2247.311889648437500000,  ,  ,  78907.5 
mandelbrot ; 2431.336914062500000000, 2205.635070800781250000,  ,  ,  76474.5 
mandelbrot ; 2526.859008789062500000, 2287.989746093750000000,  ,  ,  81852.7 
mandelbrot ; 2432.325378417968750000, 2196.587951660156250000,  ,  ,  79511.9 
mandelbrot ; 2426.012084960937500000, 2200.252136230468750000,  ,  ,  76941.8 
mandelbrot ; 2613.032409667968750000, 2379.412658691406250000,  ,  ,  81966.3 
mandelbrot ; 2454.732055664062500000, 2226.847656250000000000,  ,  ,  77940.7 
mandelbrot ; 2458.762451171875000000, 2231.373229980468750000,  ,  ,  77892.8 
n-body ; 1585.519104003906250000, 1404.912780761718750000,  ,  ,  107704 
n-body ; 1572.225708007812500000, 1397.005615234375000000,  ,  ,  105403 
n-body ; 1522.096374511718750000, 1351.870117187500000000,  ,  ,  101894 
n-body ; 1549.142883300781250000, 1375.630798339843750000,  ,  ,  104107 
n-body ; 1530.975830078125000000, 1359.637451171875000000,  ,  ,  102904 
n-body ; 1603.630432128906250000, 1422.945556640625000000,  ,  ,  107908 
n-body ; 1546.844177246093750000, 1372.714111328125000000,  ,  ,  104324 
n-body ; 2524.971191406250000000, 2222.038513183593750000,  ,  ,  161082 
n-body ; 1551.781127929687500000, 1378.006896972656250000,  ,  ,  104200 
n-body ; 1611.485534667968750000, 1431.765441894531250000,  ,  ,  106822 
